"subjno"	"study"	"status"	"beep"	"pa"	"na"
950	9	2	20	6	1
951	9	2	21	6	1
951	9	2	22	6	1
951	9	2	23	6	1
951	9	2	24	NA	NA
951	9	2	25	NA	NA
951	9	2	26	6	1
951	9	2	27	6	1
951	9	2	28	6	1
951	9	2	29	NA	NA
951	9	2	30	NA	NA
951	9	2	31	6	1
951	9	2	32	6	1
951	9	2	33	6	1
951	9	2	34	NA	NA
951	9	2	35	NA	NA
951	9	2	36	NA	NA
951	9	2	37	NA	NA
951	9	2	38	6	1.833
951	9	2	39	6	1
951	9	2	40	6	1
951	9	2	41	NA	NA
951	9	2	42	NA	NA
951	9	2	43	NA	NA
951	9	2	44	6	1.333
951	9	2	45	NA	NA
951	9	2	46	NA	NA
951	9	2	47	NA	NA
951	9	2	48	NA	NA
951	9	2	49	6	1
951	9	2	50	NA	NA
951	9	2	51	NA	NA
951	9	2	52	NA	NA
951	9	2	53	NA	NA
951	9	2	54	NA	NA
951	9	2	55	NA	NA
951	9	2	56	NA	NA
951	9	2	57	6	1
951	9	2	58	NA	NA
951	9	2	59	NA	NA
951	9	2	60	6	1
951	9	2	1	6	1.167
951	9	2	2	5	1.167
951	9	2	3	6.333	1.167
951	9	2	4	5.667	1.333
951	9	2	5	6.667	1
951	9	2	6	6.667	1
951	9	2	7	7	1
951	9	2	8	6.667	1.167
951	9	2	9	6.667	1
951	9	2	10	5.667	1.833
952	9	2	11	5.333	1.333
952	9	2	12	5	1.167
952	9	2	13	5	2
952	9	2	14	6.333	1.333
952	9	2	15	6.667	1.167
952	9	2	16	NA	NA
952	9	2	17	NA	NA
952	9	2	18	6.333	1.333
952	9	2	19	6.333	1
952	9	2	20	5.667	1.333
952	9	2	21	4.667	2
952	9	2	22	5	1.667
952	9	2	23	4.667	1.833
952	9	2	24	NA	NA
952	9	2	25	5.667	1.333
952	9	2	26	6.667	1.333
952	9	2	27	NA	NA
952	9	2	28	7	1
952	9	2	29	NA	NA
952	9	2	30	NA	NA
952	9	2	31	6	1.333
952	9	2	32	5.667	1.5
952	9	2	33	3.667	1.833
952	9	2	34	6.333	1.5
952	9	2	35	3.667	2.167
952	9	2	36	4.667	2
952	9	2	37	6.667	1.167
952	9	2	38	7	1
952	9	2	39	6.667	1
952	9	2	40	6	1.167
952	9	2	41	NA	NA
952	9	2	42	NA	NA
952	9	2	43	4	1.5
952	9	2	44	6.667	1
952	9	2	45	NA	NA
952	9	2	46	6	1.167
952	9	2	47	NA	NA
952	9	2	48	NA	NA
952	9	2	49	5.667	1.667
952	9	2	50	5.333	1
952	9	2	51	NA	NA
952	9	2	52	6.333	1.333
952	9	2	53	6	1
952	9	2	54	6.333	1.333
952	9	2	55	6	1
952	9	2	56	3.333	2.167
952	9	2	57	6.333	1.667
952	9	2	58	6	1.333
952	9	2	59	6.667	1.5
952	9	2	60	NA	NA
953	9	2	1	5.667	1
953	9	2	2	5	1.667
953	9	2	3	7	1
953	9	2	4	NA	NA
953	9	2	5	6	1
953	9	2	6	5.667	1
953	9	2	7	6	1
953	9	2	8	6	1
953	9	2	9	NA	NA
953	9	2	10	4	1.167
953	9	2	11	NA	NA
953	9	2	12	NA	NA
953	9	2	13	1	1.833
953	9	2	14	5.667	1
953	9	2	15	5.667	1
953	9	2	16	5.333	1
953	9	2	17	5.333	1
953	9	2	18	5	1.5
953	9	2	19	5.667	1
953	9	2	20	4.667	1.5
953	9	2	21	5.333	1
953	9	2	22	5.667	1
953	9	2	23	5.667	1
953	9	2	24	5.333	1
953	9	2	25	6	1
953	9	2	26	6	1
953	9	2	27	5.333	1
953	9	2	28	5.667	1
953	9	2	29	5.333	1
953	9	2	30	6	1
953	9	2	31	6	1
953	9	2	32	6	1
953	9	2	33	NA	NA
953	9	2	34	5.667	1
953	9	2	35	5.333	1
953	9	2	36	5.667	1
953	9	2	37	6	1
953	9	2	38	6	1
953	9	2	39	6	1
953	9	2	40	6	1
953	9	2	41	5.667	1
953	9	2	42	NA	NA
953	9	2	43	5.667	1
953	9	2	44	4.667	1.5
953	9	2	45	6	1
953	9	2	46	5.667	1
953	9	2	47	5.667	1
953	9	2	48	5.667	1
953	9	2	49	6	1
953	9	2	50	6.667	1
954	9	2	51	5.667	1
954	9	2	52	6	1
954	9	2	53	5	1
954	9	2	54	5.333	1
954	9	2	55	5.333	1
954	9	2	56	6	1
954	9	2	57	5.667	1
954	9	2	58	5.667	1
954	9	2	59	6	1
954	9	2	60	6	1
954	9	2	1	3	1.667
954	9	2	2	3.667	1.5
954	9	2	3	3.333	2.833
954	9	2	4	3	2.333
954	9	2	5	NA	NA
954	9	2	6	NA	NA
954	9	2	7	3.333	2
954	9	2	8	4	1.833
954	9	2	9	4.667	1.333
954	9	2	10	5	1.333
954	9	2	11	NA	NA
954	9	2	12	3.333	1.667
954	9	2	13	4.333	1.667
954	9	2	14	4	1.667
954	9	2	15	5	1.333
954	9	2	16	5	1.5
954	9	2	17	4.667	1.5
954	9	2	18	4	1.5
954	9	2	19	4.667	1.333
954	9	2	20	4	1.667
954	9	2	21	NA	NA
954	9	2	22	3	2
954	9	2	23	4.333	1.5
954	9	2	24	5	1.5
954	9	2	25	4	1.667
954	9	2	26	4	1.833
954	9	2	27	5	1.5
954	9	2	28	5	1.167
954	9	2	29	4	1.833
954	9	2	30	4.667	1.167
954	9	2	31	NA	NA
954	9	2	32	4	1.667
954	9	2	33	4.333	1.5
954	9	2	34	5	1.5
954	9	2	35	4.667	1.333
954	9	2	36	5	1.5
954	9	2	37	5	NA
954	9	2	38	4.667	1.5
954	9	2	39	4.667	1.667
954	9	2	40	4	1.667
955	9	2	41	NA	NA
955	9	2	42	NA	NA
955	9	2	43	5	1.5
955	9	2	44	4.667	1.667
955	9	2	45	4.667	1.833
955	9	2	46	4.667	1.5
955	9	2	47	4.667	1.333
955	9	2	48	4.333	1.333
955	9	2	49	NA	2
955	9	2	50	4.333	1.333
955	9	2	51	4	1.5
955	9	2	52	4	1.333
955	9	2	53	NA	NA
955	9	2	54	NA	NA
955	9	2	55	5.333	1.167
955	9	2	56	5	1.167
955	9	2	57	NA	NA
955	9	2	58	NA	NA
955	9	2	59	5	1.333
955	9	2	60	5	1.167
955	9	2	1	NA	NA
955	9	2	2	2.667	2.667
955	9	2	3	NA	NA
955	9	2	4	NA	NA
955	9	2	5	4.333	3.667
955	9	2	6	5	3.667
955	9	2	7	NA	NA
955	9	2	8	5	4
955	9	2	9	5.333	4
955	9	2	10	NA	NA
955	9	2	11	NA	NA
955	9	2	12	NA	NA
955	9	2	13	NA	NA
955	9	2	14	NA	NA
955	9	2	15	2.333	3.833
955	9	2	16	3.667	3.167
955	9	2	17	5	4.333
955	9	2	18	4.667	2.667
955	9	2	19	4	3.5
955	9	2	20	4.333	2.833
955	9	2	21	NA	NA
955	9	2	22	3.667	4
955	9	2	23	4	3
955	9	2	24	4	3.5
955	9	2	25	NA	NA
955	9	2	26	2.333	2.333
955	9	2	27	4.667	3.167
955	9	2	28	4.667	3.667
955	9	2	29	NA	NA
955	9	2	30	NA	NA
956	9	2	31	NA	NA
956	9	2	32	4.667	2.833
956	9	2	33	5	2
956	9	2	34	4	3.167
956	9	2	35	5	3.833
956	9	2	36	3	4
956	9	2	37	3.333	2.833
956	9	2	38	3.667	3.333
956	9	2	39	3.333	NA
956	9	2	40	4.667	3
956	9	2	41	NA	NA
956	9	2	42	NA	NA
956	9	2	43	4.333	2.667
956	9	2	44	5.333	3
956	9	2	45	NA	NA
956	9	2	46	4.667	2
956	9	2	47	5	3.333
956	9	2	48	4.667	3.333
956	9	2	49	5	3.167
956	9	2	50	2.667	2.333
956	9	2	51	NA	NA
956	9	2	52	2.667	3.5
956	9	2	53	3.333	3.333
956	9	2	54	3	3.5
956	9	2	55	NA	NA
956	9	2	56	3.667	NA
956	9	2	57	NA	NA
956	9	2	58	3.333	3.167
956	9	2	59	4.667	3.5
956	9	2	60	2	4.333
956	9	2	1	2	4.833
956	9	2	2	5.667	2.5
956	9	2	3	3.667	3.667
956	9	2	4	5.333	2.833
956	9	2	5	2.667	3.333
956	9	2	6	3.333	4
956	9	2	7	5	1.5
956	9	2	8	NA	NA
956	9	2	9	4.333	3.833
956	9	2	10	2.333	4.5
956	9	2	11	2.667	4.333
956	9	2	12	2.667	4.667
956	9	2	13	4.333	3
956	9	2	14	4	3.5
956	9	2	15	4.333	3.667
956	9	2	16	4.333	3.667
956	9	2	17	5	3.167
956	9	2	18	2.333	4.167
956	9	2	19	2.667	4.333
956	9	2	20	3.667	4.5
957	9	2	21	3.333	4.333
957	9	2	22	3.333	2.833
957	9	2	23	3.667	4
957	9	2	24	3.667	4.5
957	9	2	25	4	4.167
957	9	2	26	5.667	3
957	9	2	27	4	2.833
957	9	2	28	2.667	4.333
957	9	2	29	3.667	4.167
957	9	2	30	4.667	3.833
957	9	2	31	2	4.5
957	9	2	32	3	3.833
957	9	2	33	3.667	4.333
957	9	2	34	NA	NA
957	9	2	35	NA	NA
957	9	2	36	5	2.667
957	9	2	37	3.333	4.667
957	9	2	38	NA	NA
957	9	2	39	3.667	4.333
957	9	2	40	2.667	3.667
957	9	2	41	4	3.333
957	9	2	42	4.333	3
957	9	2	43	4	4
957	9	2	44	2.667	3.833
957	9	2	45	NA	NA
957	9	2	46	2.333	4
957	9	2	47	4.667	2.833
957	9	2	48	4.333	3.833
957	9	2	49	5	4.167
957	9	2	50	5.667	2.167
957	9	2	51	5	3.167
957	9	2	52	5.667	2.833
957	9	2	53	4.333	4
957	9	2	54	NA	NA
957	9	2	55	4.333	4.333
957	9	2	56	NA	NA
957	9	2	57	NA	NA
957	9	2	58	4.333	3
957	9	2	59	3.667	4.167
957	9	2	60	4	4
957	9	2	1	5.667	1.333
957	9	2	2	5.333	1
957	9	2	3	5	1.5
957	9	2	4	4.667	1
957	9	2	5	5	1.167
957	9	2	6	5.667	1.167
957	9	2	7	6	1.333
957	9	2	8	5.667	1
957	9	2	9	5.333	1.5
957	9	2	10	6	1
958	9	2	11	6	1
958	9	2	12	6	1
958	9	2	13	6	1
958	9	2	14	5.667	1
958	9	2	15	6	1
958	9	2	16	6	1.167
958	9	2	17	5	1.167
958	9	2	18	5.667	1.167
958	9	2	19	5.333	1.5
958	9	2	20	5	1.5
958	9	2	21	NA	NA
958	9	2	22	NA	NA
958	9	2	23	3.667	1.333
958	9	2	24	5	1.167
958	9	2	25	5.667	1.333
958	9	2	26	4.333	1.833
958	9	2	27	4.667	1.833
958	9	2	28	4.333	1.833
958	9	2	29	4.333	1.833
958	9	2	30	5	1.833
958	9	2	31	5	1.5
958	9	2	32	5	1
958	9	2	33	6	1
958	9	2	34	6	1
958	9	2	35	6	1
958	9	2	36	6	1
958	9	2	37	5.333	1
958	9	2	38	6	1
958	9	2	39	6	1
958	9	2	40	6	1
958	9	2	41	6	1
958	9	2	42	6	1
958	9	2	43	6	1
958	9	2	44	5.667	1
958	9	2	45	6	1
958	9	2	46	5.667	1
958	9	2	47	6	1
958	9	2	48	6	1
958	9	2	49	6	1
958	9	2	50	6	1
958	9	2	51	5	1
958	9	2	52	6	1
958	9	2	53	6	1
958	9	2	54	6	1
958	9	2	55	6	1
958	9	2	56	NA	NA
958	9	2	57	6	1
958	9	2	58	6	1
958	9	2	59	6.333	1
958	9	2	60	6	1
959	9	2	1	7	1
959	9	2	2	NA	NA
959	9	2	3	6.333	1
959	9	2	4	NA	NA
959	9	2	5	7	1
959	9	2	6	7	1
959	9	2	7	7	1
959	9	2	8	NA	NA
959	9	2	9	NA	NA
959	9	2	10	6.667	1
959	9	2	11	7	1
959	9	2	12	6	1.333
959	9	2	13	7	1
959	9	2	14	NA	NA
959	9	2	15	NA	NA
959	9	2	16	NA	NA
959	9	2	17	7	1.5
959	9	2	18	NA	NA
959	9	2	19	NA	NA
959	9	2	20	NA	NA
959	9	2	21	NA	NA
959	9	2	22	NA	NA
959	9	2	23	NA	NA
959	9	2	24	NA	NA
959	9	2	25	NA	NA
959	9	2	26	NA	NA
959	9	2	27	NA	NA
959	9	2	28	NA	NA
959	9	2	29	NA	NA
959	9	2	30	NA	NA
959	9	2	31	NA	NA
959	9	2	32	NA	NA
959	9	2	33	NA	NA
959	9	2	34	NA	NA
959	9	2	35	NA	NA
959	9	2	36	NA	NA
959	9	2	37	NA	NA
959	9	2	38	NA	NA
959	9	2	39	NA	NA
959	9	2	40	NA	NA
959	9	2	41	NA	NA
959	9	2	42	4	1.5
959	9	2	43	NA	NA
959	9	2	44	NA	NA
959	9	2	45	6	1.167
959	9	2	46	NA	NA
959	9	2	47	NA	NA
959	9	2	48	5	1
959	9	2	49	NA	NA
959	9	2	50	5.333	1.5
959	9	2	51	7	1.333
959	9	2	52	6	1
959	9	2	53	6	1
959	9	2	54	6	1.167
959	9	2	55	NA	NA
959	9	2	56	4.667	1.5
959	9	2	57	NA	NA
959	9	2	58	7	1
959	9	2	59	NA	NA
959	9	2	60	6.333	1
960	9	2	1	6	1
960	9	2	2	5.667	1
960	9	2	3	5.333	1
960	9	2	4	7	1
960	9	2	5	4.667	1
960	9	2	6	3.667	2.167
960	9	2	7	2.333	2
960	9	2	8	6.667	1
960	9	2	9	3.333	4.167
960	9	2	10	6.667	1
960	9	2	11	2.667	1.5
960	9	2	12	3.333	2.167
960	9	2	13	NA	NA
960	9	2	14	4.333	1.5
960	9	2	15	4.667	1
960	9	2	16	3.333	1
960	9	2	17	3.333	1
960	9	2	18	3	1.667
960	9	2	19	3.333	1.333
960	9	2	20	4	1.5
960	9	2	21	4.333	1
960	9	2	22	4.667	1
960	9	2	23	4	1
960	9	2	24	3.667	1.667
960	9	2	25	4.333	1.667
960	9	2	26	4	3
960	9	2	27	5	3
960	9	2	28	4.333	2.667
960	9	2	29	4.667	3
960	9	2	30	4.333	3
960	9	2	31	NA	NA
960	9	2	32	4	3
960	9	2	33	5.333	3
960	9	2	34	3.667	3
960	9	2	35	NA	NA
960	9	2	36	3.667	3
960	9	2	37	3.333	3
960	9	2	38	4.667	3
960	9	2	39	4	3.167
960	9	2	40	4.667	3
960	9	2	41	5.333	3
960	9	2	42	5	3
960	9	2	43	6.333	3
960	9	2	44	6.667	3
960	9	2	45	5	3
960	9	2	46	4.667	3
960	9	2	47	4	3
960	9	2	48	4.667	3
960	9	2	49	5.333	3
960	9	2	50	4	3
960	9	2	51	4	3
960	9	2	52	4.667	3
960	9	2	53	NA	NA
960	9	2	54	4	3
960	9	2	55	5.667	3
960	9	2	56	6.667	3
960	9	2	57	5	3
960	9	2	58	4	3
960	9	2	59	4.333	3
960	9	2	60	5	3
961	9	2	1	3.667	6
961	9	2	2	5.333	3.333
961	9	2	3	5.667	4.167
961	9	2	4	NA	NA
961	9	2	5	5.667	3.333
961	9	2	6	NA	NA
961	9	2	7	3.667	3.833
961	9	2	8	2	3.833
961	9	2	9	5.333	1.833
961	9	2	10	6.333	2.167
961	9	2	11	2.667	3.167
961	9	2	12	NA	NA
961	9	2	13	5.333	3.167
961	9	2	14	4	2
961	9	2	15	3.333	3.833
961	9	2	16	5.333	1.833
961	9	2	17	6.333	2.833
961	9	2	18	2	4.5
961	9	2	19	4	3.333
961	9	2	20	3.333	3.667
961	9	2	21	4.333	1.833
961	9	2	22	4.667	1.667
961	9	2	23	NA	NA
961	9	2	24	5	3
961	9	2	25	NA	NA
961	9	2	26	2.667	2.833
961	9	2	27	2.667	5.167
961	9	2	28	6.333	1.5
961	9	2	29	3.667	3.833
961	9	2	30	3	5
961	9	2	31	3	2.5
961	9	2	32	3.667	3.5
961	9	2	33	4	4.167
961	9	2	34	5.667	3.167
961	9	2	35	5.667	1.833
961	9	2	36	NA	NA
961	9	2	37	NA	NA
961	9	2	38	4	NA
961	9	2	39	4.667	1.5
961	9	2	40	3.333	4
961	9	2	41	3	4
961	9	2	42	6.333	2.5
961	9	2	43	4.667	4.833
961	9	2	44	4	3.333
961	9	2	45	NA	NA
961	9	2	46	NA	NA
961	9	2	47	5.333	1.333
961	9	2	48	6	1.667
961	9	2	49	5.333	1.333
961	9	2	50	5.333	1.833
961	9	2	51	3.333	NA
961	9	2	52	5.333	1
961	9	2	53	6	1.333
961	9	2	54	5.667	1
961	9	2	55	4.333	3
961	9	2	56	6.667	2.167
961	9	2	57	4.333	3
961	9	2	58	1	3.667
961	9	2	59	7	1.333
961	9	2	60	7	1.5
962	9	2	1	NA	NA
962	9	2	2	5.333	1.167
962	9	2	3	4.667	1.5
962	9	2	4	NA	NA
962	9	2	5	4.333	1.167
962	9	2	6	6	1
962	9	2	7	NA	NA
962	9	2	8	3.667	1.833
962	9	2	9	4	1.167
962	9	2	10	4.667	1.167
962	9	2	11	4.667	1
962	9	2	12	5	1.167
962	9	2	13	NA	NA
962	9	2	14	5	1
962	9	2	15	5	1
962	9	2	16	5.667	1.167
962	9	2	17	6	1
962	9	2	18	4.667	1
962	9	2	19	5.667	1
962	9	2	20	5.667	1
962	9	2	21	3.667	1
962	9	2	22	4.333	1
962	9	2	23	6	1.167
962	9	2	24	5	1
962	9	2	25	5.667	1
962	9	2	26	5.333	1.167
962	9	2	27	4.333	1
962	9	2	28	4.667	1
962	9	2	29	6	1.333
962	9	2	30	5.333	1.167
962	9	2	31	4	1
962	9	2	32	5	1
962	9	2	33	3.667	1.5
962	9	2	34	5	1
962	9	2	35	4.333	1
962	9	2	36	NA	NA
962	9	2	37	NA	NA
962	9	2	38	NA	NA
962	9	2	39	NA	NA
962	9	2	40	6.333	1
962	9	2	41	4	1
962	9	2	42	2.333	1
962	9	2	43	3.667	1.333
962	9	2	44	4.667	1
962	9	2	45	4.667	1
962	9	2	46	4	1
962	9	2	47	6	1
962	9	2	48	5	1
962	9	2	49	6.333	1
962	9	2	50	6	1
962	9	2	51	3.667	1
962	9	2	52	4.333	1
962	9	2	53	4	1
962	9	2	54	5.333	1
962	9	2	55	5.667	1
962	9	2	56	6.333	1
962	9	2	57	5.667	1
962	9	2	58	4	1
962	9	2	59	4	1.333
962	9	2	60	4	1
963	9	2	1	NA	NA
963	9	2	2	NA	NA
963	9	2	3	NA	NA
963	9	2	4	3.667	1.667
963	9	2	5	4.333	1.333
963	9	2	6	5	1.333
963	9	2	7	3.333	1
963	9	2	8	5.333	1.333
963	9	2	9	5.333	1
963	9	2	10	5.667	1
963	9	2	11	2.667	1
963	9	2	12	NA	NA
963	9	2	13	4.333	1.167
963	9	2	14	4.333	1.167
963	9	2	15	4.667	1
963	9	2	16	4.333	1
963	9	2	17	4.333	1.167
963	9	2	18	4.667	1
963	9	2	19	5.333	1
963	9	2	20	NA	NA
963	9	2	21	2	1
963	9	2	22	3.667	1.333
963	9	2	23	4.667	1
963	9	2	24	2.667	1.667
963	9	2	25	NA	NA
963	9	2	26	4.667	1
963	9	2	27	1.333	2.167
963	9	2	28	3	1.333
963	9	2	29	5	1
963	9	2	30	3	1
963	9	2	31	NA	NA
963	9	2	32	NA	NA
963	9	2	33	4.333	1.167
963	9	2	34	1.667	2
963	9	2	35	3	1.167
963	9	2	36	NA	NA
963	9	2	37	4.667	1
963	9	2	38	4	1.5
963	9	2	39	4	1.333
963	9	2	40	NA	NA
963	9	2	41	NA	NA
963	9	2	42	NA	NA
963	9	2	43	4	1
963	9	2	44	4	1.5
963	9	2	45	4	1.5
963	9	2	46	NA	NA
963	9	2	47	3.667	1.167
963	9	2	48	4.333	1
963	9	2	49	NA	NA
963	9	2	50	3.667	1.333
963	9	2	51	NA	NA
963	9	2	52	NA	NA
963	9	2	53	2.667	1
963	9	2	54	4	1
963	9	2	55	4.667	1
963	9	2	56	5.333	1
963	9	2	57	NA	NA
963	9	2	58	NA	NA
963	9	2	59	NA	NA
963	9	2	60	5	1
964	9	2	1	NA	NA
964	9	2	2	NA	NA
964	9	2	3	5.333	1
964	9	2	4	6	1
964	9	2	5	NA	NA
964	9	2	6	6.333	1
964	9	2	7	4.667	1
964	9	2	8	NA	NA
964	9	2	9	5.333	1
964	9	2	10	4	1
964	9	2	11	NA	NA
964	9	2	12	5.333	1
964	9	2	13	5.333	1
964	9	2	14	5.333	1
964	9	2	15	5.333	1
964	9	2	16	6	1
964	9	2	17	6	1
964	9	2	18	6	1
964	9	2	19	6	1
964	9	2	20	5.333	1
964	9	2	21	NA	NA
964	9	2	22	NA	NA
964	9	2	23	NA	NA
964	9	2	24	NA	NA
964	9	2	25	4	1
964	9	2	26	4.667	1.5
964	9	2	27	3.667	1.333
964	9	2	28	5.333	1
964	9	2	29	5.333	1
964	9	2	30	5.667	1
964	9	2	31	4.667	1
964	9	2	32	6	1
964	9	2	33	6	1
964	9	2	34	4.333	1
964	9	2	35	5	1
964	9	2	36	NA	NA
964	9	2	37	5.667	1
964	9	2	38	2	1
964	9	2	39	5	1
964	9	2	40	5.667	1
964	9	2	41	NA	NA
964	9	2	42	5.667	1
964	9	2	43	6.333	NA
964	9	2	44	6	1
964	9	2	45	5.667	1
964	9	2	46	6	1
964	9	2	47	4.333	1
964	9	2	48	6	1
964	9	2	49	5.667	1
964	9	2	50	NA	NA
964	9	2	51	4	1
964	9	2	52	NA	NA
964	9	2	53	NA	NA
964	9	2	54	6.333	1
964	9	2	55	6	1
964	9	2	56	6	1
964	9	2	57	5.667	1
964	9	2	58	5.667	1
964	9	2	59	5.333	1
964	9	2	60	6	1
965	9	2	1	1.667	3.333
965	9	2	2	5	1.5
965	9	2	3	4	2.167
965	9	2	4	6.333	1
965	9	2	5	5.667	1.333
965	9	2	6	5.333	1
965	9	2	7	6	1
965	9	2	8	4	2.5
965	9	2	9	6	1
965	9	2	10	5.333	1
965	9	2	11	4.667	1
965	9	2	12	5.667	1.333
965	9	2	13	3.667	2.167
965	9	2	14	2.667	2.5
965	9	2	15	6.333	1
965	9	2	16	5.333	1.333
965	9	2	17	6	1
965	9	2	18	3	2.667
965	9	2	19	4	3
965	9	2	20	3.667	2.333
965	9	2	21	NA	NA
965	9	2	22	6	1.167
965	9	2	23	6	1.333
965	9	2	24	3.667	2
965	9	2	25	5	1.167
965	9	2	26	3.667	2.833
965	9	2	27	3.667	2.5
965	9	2	28	5.333	1
965	9	2	29	3.333	2
965	9	2	30	1.333	3.5
965	9	2	31	5	1.5
965	9	2	32	4.667	1.167
965	9	2	33	4.333	1.667
965	9	2	34	4.333	1.833
965	9	2	35	5	1
965	9	2	36	5.333	1.5
965	9	2	37	4.667	1.5
965	9	2	38	6.667	1
965	9	2	39	4.667	1.5
965	9	2	40	4.333	2
965	9	2	41	4.333	1.667
965	9	2	42	3.667	2.333
965	9	2	43	4.667	1.5
965	9	2	44	2.333	2.667
965	9	2	45	6.333	NA
965	9	2	46	6	1.5
965	9	2	47	6	1.167
965	9	2	48	6	1
965	9	2	49	4.333	1.667
965	9	2	50	5	1.5
965	9	2	51	4.333	1.833
965	9	2	52	4.333	2.167
965	9	2	53	4.667	1.667
965	9	2	54	4.667	1.5
965	9	2	55	4.333	1.833
965	9	2	56	NA	NA
965	9	2	57	6.333	NA
965	9	2	58	6	1
965	9	2	59	5.333	1.5
965	9	2	60	5	1.833
966	9	2	1	4	2
966	9	2	2	4.333	1.333
966	9	2	3	4	1.667
966	9	2	4	5.667	1.667
966	9	2	5	NA	NA
966	9	2	6	NA	NA
966	9	2	7	NA	NA
966	9	2	8	4.667	1.167
966	9	2	9	4.333	1.167
966	9	2	10	4.333	1
966	9	2	11	3	1.5
966	9	2	12	4.333	1
966	9	2	13	3.333	2
966	9	2	14	4.333	1.667
966	9	2	15	4.333	1.333
966	9	2	16	2	2.667
966	9	2	17	NA	NA
966	9	2	18	3.667	1.333
966	9	2	19	4.333	1.333
966	9	2	20	4.333	1
966	9	2	21	4	1.167
966	9	2	22	5	1
966	9	2	23	4.667	1.167
966	9	2	24	5.333	1
966	9	2	25	NA	NA
966	9	2	26	1.333	2.333
966	9	2	27	4.333	1.167
966	9	2	28	2.333	2.167
966	9	2	29	3.333	1
966	9	2	30	3.333	1.167
966	9	2	31	NA	NA
966	9	2	32	4.333	1.167
966	9	2	33	NA	NA
966	9	2	34	3.333	1.333
966	9	2	35	NA	NA
966	9	2	36	4.333	1.167
966	9	2	37	5	1.167
966	9	2	38	NA	NA
966	9	2	39	4.667	1.333
966	9	2	40	NA	NA
966	9	2	41	4.333	1.333
966	9	2	42	4	1
966	9	2	43	5	1
966	9	2	44	5	1
966	9	2	45	5.333	1
966	9	2	46	NA	NA
966	9	2	47	3.333	1.667
966	9	2	48	NA	NA
966	9	2	49	3.667	2.167
966	9	2	50	NA	NA
966	9	2	51	1.667	2.333
966	9	2	52	2.333	2.167
966	9	2	53	NA	NA
966	9	2	54	4.667	1.167
966	9	2	55	5	1
966	9	2	56	5.333	1
966	9	2	57	4	1.167
966	9	2	58	4.333	1.167
966	9	2	59	NA	NA
966	9	2	60	4.333	1
967	9	2	1	5	2.333
967	9	2	2	5	2.167
967	9	2	3	5.667	2.833
967	9	2	4	5	2.333
967	9	2	5	5.333	2.667
967	9	2	6	5.333	2
967	9	2	7	4.667	2.667
967	9	2	8	5.667	2.333
967	9	2	9	NA	NA
967	9	2	10	NA	NA
967	9	2	11	NA	NA
967	9	2	12	4.667	2.667
967	9	2	13	5	2.333
967	9	2	14	5.333	2.667
967	9	2	15	5.333	1.833
967	9	2	16	5.333	2.667
967	9	2	17	5.667	2
967	9	2	18	NA	NA
967	9	2	19	6	1.333
967	9	2	20	6	1.333
967	9	2	21	NA	NA
967	9	2	22	5.333	2.167
967	9	2	23	5.667	1.667
967	9	2	24	5.333	1.667
967	9	2	25	5.667	2
967	9	2	26	NA	NA
967	9	2	27	NA	NA
967	9	2	28	5.667	2
967	9	2	29	5.667	1.833
967	9	2	30	NA	NA
967	9	2	31	NA	NA
967	9	2	32	4.667	1.833
967	9	2	33	5.667	2
967	9	2	34	5	2.167
967	9	2	35	NA	NA
967	9	2	36	NA	NA
967	9	2	37	NA	NA
967	9	2	38	NA	NA
967	9	2	39	NA	2.5
967	9	2	40	3.333	2.167
967	9	2	41	5	2.167
967	9	2	42	5.333	2.167
967	9	2	43	NA	NA
967	9	2	44	4	2
967	9	2	45	NA	NA
967	9	2	46	NA	NA
967	9	2	47	5.333	1.833
967	9	2	48	NA	NA
967	9	2	49	5	2
967	9	2	50	6	2.167
967	9	2	51	5.333	2.167
967	9	2	52	NA	NA
967	9	2	53	NA	NA
967	9	2	54	6	2.167
967	9	2	55	6	2
967	9	2	56	NA	NA
967	9	2	57	NA	NA
967	9	2	58	5.667	2.167
967	9	2	59	5	2.5
967	9	2	60	5.333	2.167
968	9	2	1	5	1.333
968	9	2	2	5.333	1
968	9	2	3	6	1
968	9	2	4	NA	1.167
968	9	2	5	6.333	1
968	9	2	6	4.333	1.833
968	9	2	7	4.667	1.5
968	9	2	8	5.667	1.5
968	9	2	9	6	1
968	9	2	10	NA	NA
968	9	2	11	5.333	1
968	9	2	12	5.333	1
968	9	2	13	4.333	1.5
968	9	2	14	3	1.833
968	9	2	15	4.667	1.333
968	9	2	16	4.667	1
968	9	2	17	5	1
968	9	2	18	5	1
968	9	2	19	5	1
968	9	2	20	5	1
968	9	2	21	3	1.5
968	9	2	22	4.667	1
968	9	2	23	5.333	NA
968	9	2	24	5.333	1
968	9	2	25	5.333	1
968	9	2	26	6	1
968	9	2	27	NA	NA
968	9	2	28	5.667	1
968	9	2	29	3	2.5
968	9	2	30	4.667	1
968	9	2	31	5	1.5
968	9	2	32	5	1.167
968	9	2	33	6	1
968	9	2	34	6	1
968	9	2	35	5	1
968	9	2	36	6	1
968	9	2	37	5.667	1.167
968	9	2	38	5	1
968	9	2	39	5.333	1
968	9	2	40	5.667	1
968	9	2	41	5.333	1
968	9	2	42	5.333	1
968	9	2	43	5.667	1
968	9	2	44	5.667	1
968	9	2	45	5.667	1
968	9	2	46	5	1.167
