"subjno"	"study"	"status"	"beep"	"pa"	"na"
968	9	2	47	NA	NA
968	9	2	48	4.667	1
968	9	2	49	5	1
968	9	2	50	5	1
968	9	2	51	5.333	1
968	9	2	52	4.667	1.167
968	9	2	53	5.333	1
968	9	2	54	5	1
968	9	2	55	5	1
968	9	2	56	5	1
968	9	2	57	NA	NA
968	9	2	58	5.333	1
968	9	2	59	5.333	1
968	9	2	60	5.667	1
969	10	0	1	3.667	1.333
969	10	0	2	4.667	1
969	10	0	3	6	1
969	10	0	4	3.667	1
969	10	0	5	5.333	1.5
969	10	0	6	6.333	1
969	10	0	7	6	1
969	10	0	8	5.333	1
969	10	0	9	5.667	1
969	10	0	10	NA	NA
969	10	0	11	5.667	1
969	10	0	12	4.333	1
969	10	0	13	6.667	1
969	10	0	14	6	1
969	10	0	15	NA	NA
969	10	0	16	5.667	1
969	10	0	17	5.333	1
969	10	0	18	5.333	1
969	10	0	19	NA	NA
969	10	0	20	NA	NA
969	10	0	21	5.667	1
969	10	0	22	5	1
969	10	0	23	5.667	1
969	10	0	24	NA	NA
969	10	0	25	5	1
969	10	0	26	NA	NA
969	10	0	27	5.667	1
969	10	0	28	5.333	1
969	10	0	29	5.667	1
969	10	0	30	5	1
969	10	0	31	NA	NA
969	10	0	32	NA	NA
969	10	0	33	NA	NA
969	10	0	34	NA	NA
969	10	0	35	5	1
969	10	0	36	NA	NA
969	10	0	37	5.667	1
969	10	0	38	5.333	1.167
969	10	0	39	5	1
969	10	0	40	NA	NA
969	10	0	41	NA	NA
969	10	0	42	NA	NA
969	10	0	43	NA	NA
969	10	0	44	5	1
969	10	0	45	5	1
969	10	0	46	4.333	1
969	10	0	47	5	1
969	10	0	48	5	1.667
969	10	0	49	4.667	1.167
969	10	0	50	5.333	1
969	10	0	1	4.333	3.167
969	10	0	2	NA	NA
969	10	0	3	4	3
969	10	0	4	3.333	2.833
969	10	0	5	5	2.333
969	10	0	6	5.333	2
969	10	0	7	5.333	2
969	10	0	8	4.667	2.333
969	10	0	9	NA	NA
969	10	0	10	NA	NA
970	10	0	11	NA	NA
970	10	0	12	NA	NA
970	10	0	13	5	2
970	10	0	14	5	2
970	10	0	15	4.333	2.167
970	10	0	16	4.667	2.167
970	10	0	17	5	2.5
970	10	0	18	5	2.333
970	10	0	19	4.667	2.167
970	10	0	20	5	2.167
970	10	0	21	NA	NA
970	10	0	22	5.667	2.167
970	10	0	23	5	2.167
970	10	0	24	5	2.167
970	10	0	25	5	2
970	10	0	26	5	2.5
970	10	0	27	4.667	2
970	10	0	28	5	2.167
970	10	0	29	5	2
970	10	0	30	4.667	2
970	10	0	31	NA	NA
970	10	0	32	NA	NA
970	10	0	33	4.667	2.5
970	10	0	34	5	2
970	10	0	35	5	2
970	10	0	36	4.667	2
970	10	0	37	5	2
970	10	0	38	5	2
970	10	0	39	NA	NA
970	10	0	40	NA	NA
970	10	0	41	5	2
970	10	0	42	5	2
970	10	0	43	5	2
970	10	0	44	4.667	2
970	10	0	45	4.333	2
970	10	0	46	NA	NA
970	10	0	47	NA	NA
970	10	0	48	4.667	2
970	10	0	49	NA	NA
970	10	0	50	5.333	2
970	10	0	1	4.667	1
970	10	0	2	4.667	1
970	10	0	3	4.333	1
970	10	0	4	2.667	1
970	10	0	5	4.333	1
970	10	0	6	3	1
970	10	0	7	4	1
970	10	0	8	4.333	1
970	10	0	9	2.667	1
970	10	0	10	4.667	1
970	10	0	11	3.667	1
970	10	0	12	3.667	1
970	10	0	13	5	1
970	10	0	14	3.667	1
970	10	0	15	NA	NA
970	10	0	16	5	1.333
970	10	0	17	NA	NA
970	10	0	18	5	1
970	10	0	19	5.333	1
970	10	0	20	3.667	1
971	10	0	21	NA	NA
971	10	0	22	3.667	1.667
971	10	0	23	4.667	1.333
971	10	0	24	5	1
971	10	0	25	6	1
971	10	0	26	4.333	1
971	10	0	27	4.667	1
971	10	0	28	5	1
971	10	0	29	5	1
971	10	0	30	5	1
971	10	0	31	4.667	1
971	10	0	32	NA	NA
971	10	0	33	NA	NA
971	10	0	34	4.667	1
971	10	0	35	NA	NA
971	10	0	36	4.667	1
971	10	0	37	NA	NA
971	10	0	38	4.333	1
971	10	0	39	NA	NA
971	10	0	40	5.667	1
971	10	0	41	NA	NA
971	10	0	42	5.667	1
971	10	0	43	6	1
971	10	0	44	5.667	1
971	10	0	45	5	1
971	10	0	46	3.667	1
971	10	0	47	5	1
971	10	0	48	6	1
971	10	0	49	4.333	1
971	10	0	50	6	1
971	10	0	1	NA	NA
971	10	0	2	5	1.333
971	10	0	3	5	1
971	10	0	4	4.333	1
971	10	0	5	4	1
971	10	0	6	4	1
971	10	0	7	3.667	1.5
971	10	0	8	5.333	1
971	10	0	9	4.333	1
971	10	0	10	3.667	1
971	10	0	11	NA	NA
971	10	0	12	NA	NA
971	10	0	13	4.333	1
971	10	0	14	4.333	1
971	10	0	15	4	1
971	10	0	16	4.333	1
971	10	0	17	4	1
971	10	0	18	3.667	1
971	10	0	19	3.333	1.5
971	10	0	20	3.333	1.5
971	10	0	21	NA	NA
971	10	0	22	3.667	1
971	10	0	23	4	1.5
971	10	0	24	3.667	1
971	10	0	25	4	1
971	10	0	26	3.667	1
971	10	0	27	3.667	1
971	10	0	28	3.667	1
971	10	0	29	NA	NA
971	10	0	30	6	1
972	10	0	31	NA	NA
972	10	0	32	3.333	1
972	10	0	33	3.667	1
972	10	0	34	3.667	1
972	10	0	35	4.333	1
972	10	0	36	4.333	1
972	10	0	37	3.667	1
972	10	0	38	3.667	1
972	10	0	39	3.333	1
972	10	0	40	4.667	1.333
972	10	0	41	NA	NA
972	10	0	42	NA	NA
972	10	0	43	4.667	1
972	10	0	44	5	1
972	10	0	45	5.667	1
972	10	0	46	6	1
972	10	0	47	5.333	1
972	10	0	48	6.667	1
972	10	0	49	5	1
972	10	0	50	6.333	1
972	10	0	1	NA	NA
972	10	0	2	3	4.667
972	10	0	3	4	1.833
972	10	0	4	4	3.833
972	10	0	5	2.667	3
972	10	0	6	4	1.667
972	10	0	7	5	1.833
972	10	0	8	2	1.5
972	10	0	9	6.333	1
972	10	0	10	6	1
972	10	0	11	6	2
972	10	0	12	7	1.833
972	10	0	13	4.667	1.5
972	10	0	14	4.333	2
972	10	0	15	3.667	2.333
972	10	0	16	5	1.167
972	10	0	17	5.333	1
972	10	0	18	4	2.667
972	10	0	19	4.333	1.5
972	10	0	20	6	1
972	10	0	21	6	1.5
972	10	0	22	NA	NA
972	10	0	23	4	1.5
972	10	0	24	4.333	1.5
972	10	0	25	4.667	1
972	10	0	26	4	1.833
972	10	0	27	4	1.833
972	10	0	28	3.333	3.167
972	10	0	29	3	2.667
972	10	0	30	4.667	1
972	10	0	31	4	2.333
972	10	0	32	NA	NA
972	10	0	33	2.333	2
972	10	0	34	1	2.833
972	10	0	35	1.333	3.167
972	10	0	36	1	3
972	10	0	37	1	5
972	10	0	38	1	4.333
972	10	0	39	4	1.833
972	10	0	40	4	1
973	10	0	41	2	3.833
973	10	0	42	3	3.167
973	10	0	43	4	1.667
973	10	0	44	4	1.5
973	10	0	45	4.333	1.667
973	10	0	46	2	3
973	10	0	47	1	4.333
973	10	0	48	NA	NA
973	10	0	49	NA	NA
973	10	0	50	NA	NA
973	10	0	1	5.333	1.5
973	10	0	2	5.333	1
973	10	0	3	5.333	1
973	10	0	4	4.667	1
973	10	0	5	5.333	1
973	10	0	6	5.333	1
973	10	0	7	4.333	1
973	10	0	8	4	1
973	10	0	9	4	1
973	10	0	10	3	1.667
973	10	0	11	4.333	1
973	10	0	12	4.667	1
973	10	0	13	3.667	1
973	10	0	14	4	1.333
973	10	0	15	4.333	1.333
973	10	0	16	4.333	1.167
973	10	0	17	4.333	1.167
973	10	0	18	4.333	1.5
973	10	0	19	2.667	1.333
973	10	0	20	3.667	1.333
973	10	0	21	3	1.333
973	10	0	22	3.667	1.333
973	10	0	23	3.667	1.167
973	10	0	24	4.667	1.167
973	10	0	25	4	1
973	10	0	26	NA	NA
973	10	0	27	3.667	2
973	10	0	28	4	1.167
973	10	0	29	5.667	1
973	10	0	30	6	1
973	10	0	31	4	1
973	10	0	32	NA	NA
973	10	0	33	NA	NA
973	10	0	34	1.667	1.667
973	10	0	35	NA	NA
973	10	0	36	NA	NA
973	10	0	37	1.667	1.333
973	10	0	38	5.667	1
973	10	0	39	5.667	1
973	10	0	40	4	1
973	10	0	41	4	1
973	10	0	42	4	1.167
973	10	0	43	3.333	1.333
973	10	0	44	2.667	1.667
973	10	0	45	2.333	1.333
973	10	0	46	2	1.833
973	10	0	47	NA	NA
973	10	0	48	NA	NA
973	10	0	49	2.667	1.333
973	10	0	50	5	1
974	10	0	1	NA	NA
974	10	0	2	4	2
974	10	0	3	4	1.833
974	10	0	4	4	2.5
974	10	0	5	4.667	1.333
974	10	0	6	5.333	2.167
974	10	0	7	4.333	1.5
974	10	0	8	4.333	1.833
974	10	0	9	4.333	1.667
974	10	0	10	4	1.667
974	10	0	11	3	1.833
974	10	0	12	3	1.667
974	10	0	13	4.333	1.667
974	10	0	14	4.667	1.5
974	10	0	15	3.333	1.5
974	10	0	16	3.333	1.667
974	10	0	17	5	1.667
974	10	0	18	6	1.833
974	10	0	19	4	2
974	10	0	20	3	2.167
974	10	0	21	4.333	1.667
974	10	0	22	3	3.167
974	10	0	23	2.667	2.167
974	10	0	24	3.333	2.333
974	10	0	25	3	2.333
974	10	0	26	2.667	2
974	10	0	27	4.333	2.333
974	10	0	28	4	2.333
974	10	0	29	4.667	1.5
974	10	0	30	3.333	1.833
974	10	0	31	4	2
974	10	0	32	3.667	1.833
974	10	0	33	4	2
974	10	0	34	3.333	2
974	10	0	35	4	1.833
974	10	0	36	4	2.333
974	10	0	37	4	2.333
974	10	0	38	4.667	1.833
974	10	0	39	4	2.333
974	10	0	40	4.333	1.167
974	10	0	41	NA	NA
974	10	0	42	3	1.333
974	10	0	43	4	2.167
974	10	0	44	3.333	1.333
974	10	0	45	3.333	1.167
974	10	0	46	4	2.333
974	10	0	47	4.667	2.333
974	10	0	48	4.667	1.167
974	10	0	49	4	1
974	10	0	50	4	1
974	10	0	1	5	1.5
974	10	0	2	6	1.667
974	10	0	3	5.333	3.167
974	10	0	4	1	4.333
974	10	0	5	1	3.833
974	10	0	6	2	3
974	10	0	7	4	3.667
974	10	0	8	NA	NA
974	10	0	9	4	2.667
974	10	0	10	3.667	2.833
975	10	0	11	4.667	2.667
975	10	0	12	5	2
975	10	0	13	5	1.167
975	10	0	14	5	1.167
975	10	0	15	5	1
975	10	0	16	6	1
975	10	0	17	5	1
975	10	0	18	NA	NA
975	10	0	19	6	1
975	10	0	20	4.333	1
975	10	0	21	6	1
975	10	0	22	6	1
975	10	0	23	5	1
975	10	0	24	NA	NA
975	10	0	25	5	1
975	10	0	26	NA	NA
975	10	0	27	6	1
975	10	0	28	NA	NA
975	10	0	29	6	1
975	10	0	30	5.667	1
975	10	0	31	6	1
975	10	0	32	5.667	1
975	10	0	33	7	1
975	10	0	34	6.333	1
975	10	0	35	2	3.167
975	10	0	36	3.667	2
975	10	0	37	2.667	3
975	10	0	38	4	1.667
975	10	0	39	4.333	1.333
975	10	0	40	4.667	1.167
975	10	0	41	6	1
975	10	0	42	5	1
975	10	0	43	6	1
975	10	0	44	6	1.167
975	10	0	45	5	1
975	10	0	46	6	1
975	10	0	47	6.333	1
975	10	0	48	6	1
975	10	0	49	6	1
975	10	0	50	6	1
975	10	0	1	5	1
975	10	0	2	5.667	1
975	10	0	3	5.333	1
975	10	0	4	4.333	1.167
975	10	0	5	5	1
975	10	0	6	5	1
975	10	0	7	4.667	1
975	10	0	8	NA	NA
975	10	0	9	4.667	1
975	10	0	10	4	1
975	10	0	11	5	1
975	10	0	12	5.333	1
975	10	0	13	5	1
975	10	0	14	5	1
975	10	0	15	5.667	1
975	10	0	16	5	1
975	10	0	17	5	1
975	10	0	18	NA	NA
975	10	0	19	5	1
975	10	0	20	NA	NA
976	10	0	21	6	1
976	10	0	22	6	1
976	10	0	23	6	1
976	10	0	24	NA	NA
976	10	0	25	6	1
976	10	0	26	6	1
976	10	0	27	5.333	1
976	10	0	28	NA	NA
976	10	0	29	6	1
976	10	0	30	5	1
976	10	0	31	NA	NA
976	10	0	32	5.333	1
976	10	0	33	5	1
976	10	0	34	NA	NA
976	10	0	35	6	1
976	10	0	36	3	1.5
976	10	0	37	5.667	1
976	10	0	38	NA	NA
976	10	0	39	5.333	1
976	10	0	40	4.333	1.333
976	10	0	41	4	1.333
976	10	0	42	4.667	1
976	10	0	43	3.333	1.833
976	10	0	44	4.333	1.167
976	10	0	45	5	1
976	10	0	46	3.667	1
976	10	0	47	3.667	1
976	10	0	48	5	1
976	10	0	49	4	1
976	10	0	50	4	1
976	10	0	1	NA	NA
976	10	0	2	6.333	1
976	10	0	3	5.667	1
976	10	0	4	NA	NA
976	10	0	5	5.333	1
976	10	0	6	5.667	1
976	10	0	7	5	1.5
976	10	0	8	4	1.833
976	10	0	9	5	1
976	10	0	10	4.333	1
976	10	0	11	6	1
976	10	0	12	6	1
976	10	0	13	NA	NA
976	10	0	14	6	1
976	10	0	15	NA	NA
976	10	0	16	NA	NA
976	10	0	17	NA	NA
976	10	0	18	5.667	1
976	10	0	19	5	1.333
976	10	0	20	5	1
976	10	0	21	NA	NA
976	10	0	22	5	1
976	10	0	23	5	1
976	10	0	24	4.333	1
976	10	0	25	5	1.167
976	10	0	26	4.667	1.333
976	10	0	27	NA	NA
976	10	0	28	5	1
976	10	0	29	5	1
976	10	0	30	NA	NA
977	10	0	31	NA	NA
977	10	0	32	4	1.167
977	10	0	33	5	1
977	10	0	34	6	1
977	10	0	35	NA	NA
977	10	0	36	5	1.333
977	10	0	37	5	1.5
977	10	0	38	NA	NA
977	10	0	39	5	1
977	10	0	40	5	1
977	10	0	41	6	1
977	10	0	42	6	1
977	10	0	43	6	1
977	10	0	44	NA	NA
977	10	0	45	6	1
977	10	0	46	6	1
977	10	0	47	5.333	1
977	10	0	48	NA	NA
977	10	0	49	NA	NA
977	10	0	50	NA	NA
977	10	0	1	3.333	2.167
977	10	0	2	5.333	1
977	10	0	3	2.333	3
977	10	0	4	4.667	1.5
977	10	0	5	5	1
977	10	0	6	3.333	3.167
977	10	0	7	3	3.833
977	10	0	8	4.667	3
977	10	0	9	5	1.833
977	10	0	10	5.667	1.167
977	10	0	11	NA	NA
977	10	0	12	NA	NA
977	10	0	13	5	1.833
977	10	0	14	5	1.333
977	10	0	15	5.333	1.167
977	10	0	16	5.333	1.667
977	10	0	17	6	1
977	10	0	18	5	1.833
977	10	0	19	5.333	1.833
977	10	0	20	5.333	1
977	10	0	21	NA	NA
977	10	0	22	2.667	2.667
977	10	0	23	5	1.667
977	10	0	24	5	1.333
977	10	0	25	5	1.667
977	10	0	26	5.333	1.667
977	10	0	27	5	1.833
977	10	0	28	5.333	1.167
977	10	0	29	4.333	1.5
977	10	0	30	5.667	1.333
977	10	0	31	NA	NA
977	10	0	32	4.333	1.667
977	10	0	33	4.333	3.167
977	10	0	34	5.667	2.333
977	10	0	35	5.667	2.5
977	10	0	36	6	1.167
977	10	0	37	6	1.833
977	10	0	38	5	1.167
977	10	0	39	5.333	1.333
977	10	0	40	5	2
978	10	0	41	NA	NA
978	10	0	42	NA	NA
978	10	0	43	6	1
978	10	0	44	6	1
978	10	0	45	6	1.333
978	10	0	46	5.667	1
978	10	0	47	5	1.333
978	10	0	48	5.667	1
978	10	0	49	5	1.833
978	10	0	50	5	1.833
978	10	0	1	4.333	1.167
978	10	0	2	3.333	1.833
978	10	0	3	5.333	1.667
978	10	0	4	5.333	1
978	10	0	5	5.667	1.167
978	10	0	6	6.333	1
978	10	0	7	NA	NA
978	10	0	8	5.667	1
978	10	0	9	NA	NA
978	10	0	10	4.333	1.167
978	10	0	11	NA	NA
978	10	0	12	4.667	1.167
978	10	0	13	NA	NA
978	10	0	14	5.333	1.167
978	10	0	15	NA	NA
978	10	0	16	4.667	1.5
978	10	0	17	4.667	1.167
978	10	0	18	6.667	1
978	10	0	19	7	1
978	10	0	20	5.667	1.167
978	10	0	21	4.667	1.5
978	10	0	22	NA	NA
978	10	0	23	5.333	1
978	10	0	24	NA	NA
978	10	0	25	5.667	1
978	10	0	26	NA	NA
978	10	0	27	NA	NA
978	10	0	28	4.333	1.167
978	10	0	29	5.333	1
978	10	0	30	6.333	1
978	10	0	31	3.667	1
978	10	0	32	NA	NA
978	10	0	33	6.667	1
978	10	0	34	6.333	1
978	10	0	35	5.667	1
978	10	0	36	5.667	1
978	10	0	37	NA	NA
978	10	0	38	6	1
978	10	0	39	5.333	1.167
978	10	0	40	NA	NA
978	10	0	41	NA	NA
978	10	0	42	NA	NA
978	10	0	43	NA	NA
978	10	0	44	4.333	1
978	10	0	45	5	1
978	10	0	46	NA	NA
978	10	0	47	NA	NA
978	10	0	48	5.333	1
978	10	0	49	5.333	1
978	10	0	50	NA	NA
979	10	0	1	6	1
979	10	0	2	4.667	1.167
979	10	0	3	2.333	1.5
979	10	0	4	6	1
979	10	0	5	6	1
979	10	0	6	NA	1
979	10	0	7	6	1
979	10	0	8	5	1.167
979	10	0	9	5	1
979	10	0	10	5.333	1
979	10	0	11	4.667	1.167
979	10	0	12	3.333	1.667
979	10	0	13	3	3
979	10	0	14	3	1.167
979	10	0	15	3.333	1.5
979	10	0	16	NA	NA
979	10	0	17	4	1.167
979	10	0	18	5.667	1
979	10	0	19	6.333	1
979	10	0	20	4.667	1.167
979	10	0	21	5	1
979	10	0	22	4	2
979	10	0	23	4.333	1.167
979	10	0	24	1	1.667
979	10	0	25	3.333	1.667
979	10	0	26	2.333	1.833
979	10	0	27	2.667	1.5
979	10	0	28	4.333	1.5
979	10	0	29	5	1.667
979	10	0	30	4.667	1
979	10	0	31	NA	NA
979	10	0	32	5	1
979	10	0	33	2.333	1
979	10	0	34	6	1
979	10	0	35	2.333	1.833
979	10	0	36	NA	NA
979	10	0	37	4.333	1.167
979	10	0	38	6	1
979	10	0	39	6	1
979	10	0	40	5.667	1
979	10	0	41	4.667	1.167
979	10	0	42	5	1.5
979	10	0	43	NA	NA
979	10	0	44	5.667	1
979	10	0	45	5.333	1
979	10	0	46	5.667	1
979	10	0	47	5.667	1
979	10	0	48	6	1
979	10	0	49	6	1
979	10	0	50	6.667	1
979	10	0	1	6	1.833
979	10	0	2	4.333	3.167
979	10	0	3	NA	NA
979	10	0	4	4.333	3
979	10	0	5	NA	NA
979	10	0	6	NA	NA
979	10	0	7	6.667	2.167
979	10	0	8	NA	NA
979	10	0	9	4	4.167
979	10	0	10	4.667	2.833
980	10	0	11	4.667	2.833
980	10	0	12	3.667	3.167
980	10	0	13	5	2.833
980	10	0	14	5	2.333
980	10	0	15	NA	NA
980	10	0	16	NA	NA
980	10	0	17	5.667	2.167
980	10	0	18	4.667	3.167
980	10	0	19	5.333	2.167
980	10	0	20	NA	NA
980	10	0	21	4	2.833
980	10	0	22	3.667	3.5
980	10	0	23	NA	NA
980	10	0	24	3.667	2.833
980	10	0	25	NA	NA
980	10	0	26	NA	NA
980	10	0	27	NA	NA
980	10	0	28	NA	NA
980	10	0	29	NA	NA
980	10	0	30	NA	NA
980	10	0	31	4.667	2.833
980	10	0	32	4.667	2.667
980	10	0	33	5.333	1.833
980	10	0	34	NA	NA
980	10	0	35	NA	NA
980	10	0	36	4.667	3
980	10	0	37	NA	NA
980	10	0	38	4	2.833
980	10	0	39	3.667	3
980	10	0	40	4.667	2.333
980	10	0	41	NA	NA
980	10	0	42	4	3.167
980	10	0	43	5.333	2.667
980	10	0	44	NA	NA
980	10	0	45	4.667	3
980	10	0	46	4.667	2.833
980	10	0	47	NA	NA
980	10	0	48	NA	NA
980	10	0	49	NA	NA
980	10	0	50	NA	NA
980	10	0	1	5	1.5
980	10	0	2	4.667	1
980	10	0	3	NA	NA
980	10	0	4	NA	NA
980	10	0	5	NA	NA
980	10	0	6	4	1
980	10	0	7	2.667	2.167
980	10	0	8	3.333	2.167
980	10	0	9	3.667	2.5
980	10	0	10	NA	NA
980	10	0	11	NA	NA
980	10	0	12	NA	NA
980	10	0	13	NA	NA
980	10	0	14	NA	NA
980	10	0	15	4	1.833
980	10	0	16	NA	NA
980	10	0	17	NA	NA
980	10	0	18	NA	NA
980	10	0	19	NA	NA
980	10	0	20	NA	NA
981	10	0	21	4.333	1
981	10	0	22	4	1
981	10	0	23	4	1
981	10	0	24	NA	NA
981	10	0	25	4	1
981	10	0	26	4	1
981	10	0	27	NA	NA
981	10	0	28	NA	NA
981	10	0	29	NA	NA
981	10	0	30	NA	NA
981	10	0	31	NA	NA
981	10	0	32	NA	NA
981	10	0	33	4	1
981	10	0	34	NA	NA
981	10	0	35	4	1
981	10	0	36	4	1
981	10	0	37	NA	NA
981	10	0	38	NA	NA
981	10	0	39	NA	NA
981	10	0	40	NA	NA
981	10	0	41	NA	NA
981	10	0	42	4	1
981	10	0	43	4	1
981	10	0	44	4	1
981	10	0	45	4.667	1
981	10	0	46	4	1
981	10	0	47	4	1
981	10	0	48	NA	NA
981	10	0	49	4	1
981	10	0	50	NA	NA
981	10	0	1	2	4.5
981	10	0	2	4.333	1.5
981	10	0	3	5.333	1
981	10	0	4	4	2
981	10	0	5	NA	1
981	10	0	6	3.667	2
981	10	0	7	NA	NA
981	10	0	8	NA	NA
981	10	0	9	3	1.333
981	10	0	10	3.667	1.5
981	10	0	11	4	1.333
981	10	0	12	NA	NA
981	10	0	13	4	2.167
981	10	0	14	2	3.833
981	10	0	15	NA	NA
981	10	0	16	3.333	2.5
981	10	0	17	5.333	2.333
981	10	0	18	5	1.667
981	10	0	19	3	1.5
981	10	0	20	2.667	1
981	10	0	21	NA	NA
981	10	0	22	4	2.167
981	10	0	23	4.667	3
981	10	0	24	NA	NA
981	10	0	25	3.667	1.333
981	10	0	26	4	2.167
981	10	0	27	NA	NA
981	10	0	28	4	2
981	10	0	29	2.667	1
981	10	0	30	2	1.5
982	10	0	31	4.333	1.5
982	10	0	32	4.667	2.167
982	10	0	33	3	1
982	10	0	34	NA	NA
982	10	0	35	3.333	1
982	10	0	36	4	1.5
982	10	0	37	4	2
982	10	0	38	NA	NA
982	10	0	39	4.333	1.167
982	10	0	40	3.333	1.333
982	10	0	41	3.333	1.5
982	10	0	42	3.667	1
982	10	0	43	2.333	1.333
982	10	0	44	2	2
982	10	0	45	2.333	1.167
982	10	0	46	1	1
982	10	0	47	NA	NA
982	10	0	48	2.333	1
982	10	0	49	2.667	1
982	10	0	50	NA	NA
982	10	0	1	7	1
982	10	0	2	6	1
982	10	0	3	6.333	1
982	10	0	4	6.667	1.667
982	10	0	5	6.667	1.5
982	10	0	6	5	1
982	10	0	7	5.333	1
982	10	0	8	5.333	1.5
982	10	0	9	5.667	1.167
982	10	0	10	NA	NA
982	10	0	11	7	1
982	10	0	12	5.667	1.5
982	10	0	13	6	1
982	10	0	14	5.667	1
982	10	0	15	5	1
982	10	0	16	6.667	1
982	10	0	17	6.333	1
982	10	0	18	7	1
982	10	0	19	6.333	1
982	10	0	20	6.333	1
982	10	0	21	7	1
982	10	0	22	6	1
982	10	0	23	6	1
982	10	0	24	6	1
982	10	0	25	6	1
982	10	0	26	7	1
982	10	0	27	6.333	1
982	10	0	28	7	1
982	10	0	29	7	1
982	10	0	30	7	1
982	10	0	31	NA	NA
982	10	0	32	6	1
982	10	0	33	6.333	1
982	10	0	34	6	1
982	10	0	35	6	1
982	10	0	36	6	1
982	10	0	37	6	1
982	10	0	38	5	1.5
982	10	0	39	7	1
982	10	0	40	6.667	1
983	10	0	41	5.333	1
983	10	0	42	6	1
983	10	0	43	6	1
983	10	0	44	6	1
983	10	0	45	6	1
983	10	0	46	6	1
983	10	0	47	6.667	1
983	10	0	48	6	1
983	10	0	49	6	1
983	10	0	50	6	1
983	10	0	1	5.333	1.167
983	10	0	2	5	1
983	10	0	3	5	1
983	10	0	4	4.667	1.333
983	10	0	5	4	1.167
983	10	0	6	6	1.167
983	10	0	7	1.667	3.5
983	10	0	8	NA	NA
983	10	0	9	5.667	1
983	10	0	10	4.667	1.5
983	10	0	11	4.667	1
983	10	0	12	4.667	1
983	10	0	13	5.333	1
983	10	0	14	3.333	1.667
983	10	0	15	4.333	1
983	10	0	16	5	1
983	10	0	17	5	1
983	10	0	18	3.667	1.667
983	10	0	19	4.667	1
983	10	0	20	4	1.667
983	10	0	21	3.667	1.667
983	10	0	22	4.667	1
983	10	0	23	6	1
983	10	0	24	4	1.667
983	10	0	25	4.667	1
983	10	0	26	NA	NA
983	10	0	27	2	2.667
983	10	0	28	2	1.667
983	10	0	29	3	1.167
983	10	0	30	NA	NA
983	10	0	31	4	1.5
983	10	0	32	3.667	1.667
983	10	0	33	4	1
983	10	0	34	4	1.167
983	10	0	35	5	1.167
983	10	0	36	NA	NA
983	10	0	37	NA	NA
983	10	0	38	4.667	1.5
983	10	0	39	4.667	1
983	10	0	40	NA	NA
983	10	0	41	5	1.167
983	10	0	42	5.667	1
983	10	0	43	5	1
983	10	0	44	4.333	1
983	10	0	45	4.667	1
983	10	0	46	2.333	2
983	10	0	47	NA	NA
983	10	0	48	NA	NA
983	10	0	49	4	1
983	10	0	50	3.667	1.167
984	10	0	1	NA	NA
984	10	0	2	NA	NA
984	10	0	3	NA	NA
984	10	0	4	4.333	1
984	10	0	5	3.333	1.333
984	10	0	6	4.333	1
984	10	0	7	4	1
984	10	0	8	4.333	1
984	10	0	9	4	1
984	10	0	10	3.667	1.833
984	10	0	11	3.667	1
984	10	0	12	4.333	1
984	10	0	13	5	1
984	10	0	14	3.667	1
984	10	0	15	3.667	1
984	10	0	16	3.667	1.333
984	10	0	17	4.667	1
984	10	0	18	5	1
984	10	0	19	5.667	1
984	10	0	20	5.333	1
984	10	0	21	NA	NA
984	10	0	22	4.333	1
984	10	0	23	1.667	1.667
984	10	0	24	2	1
984	10	0	25	1.667	1.833
984	10	0	26	1	2
984	10	0	27	1	2.333
984	10	0	28	1	2.333
984	10	0	29	2.667	1.167
984	10	0	30	NA	NA
984	10	0	31	NA	NA
984	10	0	32	4	1.167
984	10	0	33	3.667	1.333
984	10	0	34	3	1.333
984	10	0	35	2.667	1.667
984	10	0	36	4.333	1
984	10	0	37	4.333	1
984	10	0	38	4.333	1
984	10	0	39	5.333	1
984	10	0	40	4	1
984	10	0	41	NA	NA
984	10	0	42	NA	NA
984	10	0	43	NA	NA
984	10	0	44	NA	NA
984	10	0	45	1	1.333
984	10	0	46	3	2.167
984	10	0	47	2.333	2.5
984	10	0	48	4	2.167
984	10	0	49	4.333	2.333
984	10	0	50	5.333	2
984	10	0	1	NA	NA
984	10	0	2	NA	NA
984	10	0	3	6	1.167
984	10	0	4	NA	NA
984	10	0	5	4.667	1
984	10	0	6	4.667	1
984	10	0	7	4.667	1
984	10	0	8	4.333	1
984	10	0	9	6	1
984	10	0	10	5	1
985	10	0	11	NA	NA
985	10	0	12	4.667	1
985	10	0	13	5	1
985	10	0	14	6	1
985	10	0	15	4	1.667
985	10	0	16	4	1
985	10	0	17	4	1
985	10	0	18	5	1
985	10	0	19	5	1
985	10	0	20	4.667	1
985	10	0	21	NA	NA
985	10	0	22	NA	NA
985	10	0	23	4.333	1.5
985	10	0	24	3.333	1.667
985	10	0	25	3.333	1.333
985	10	0	26	1	1.833
985	10	0	27	4.333	1
985	10	0	28	5.667	1
985	10	0	29	4.333	1
985	10	0	30	3.333	1
985	10	0	31	NA	NA
985	10	0	32	NA	NA
985	10	0	33	4.333	1
985	10	0	34	4.667	1
985	10	0	35	4.667	1
985	10	0	36	5.667	1
985	10	0	37	4.333	1
985	10	0	38	4.333	1
985	10	0	39	3	1.5
985	10	0	40	NA	NA
985	10	0	41	NA	NA
